,SaleID,price
0,200000,1245.1927167850909
1,200001,1940.2119797017972
2,200002,8677.14102329842
3,200003,1226.0552683212832
4,200004,1972.5074790033846
5,200005,1125.2051176916823
6,200006,452.8133689939953
7,200007,3373.8063513060724
8,200008,14236.383106569148
9,200009,601.669175263931
10,200010,651.5338959917282
11,200011,2436.9353743612874
12,200012,5555.7730160166175
13,200013,7843.17381401027
14,200014,1469.5367601760433
15,200015,248.08425166205475
16,200016,1807.2861187990893
17,200017,8421.927666824282
18,200018,6742.37944815627
19,200019,644.590777121689
20,200020,24611.175843715744
21,200021,7831.61162978153
22,200022,1996.667819749011
23,200023,1554.6240582909272
24,200024,903.9160532784482
25,200025,8888.233121374844
26,200026,545.8264556907574
27,200027,12145.06363705773
28,200028,3927.6092328183013
29,200029,7957.551763737045
30,200030,19317.979498381505
31,200031,13112.385154785252
32,200032,595.9601548632525
33,200033,14587.08411825586
34,200034,626.8866488259811
35,200035,2073.397103332181
36,200036,14142.330969460989
37,200037,5854.6595271664255
38,200038,1611.5085945200108
39,200039,355.7938519820023
40,200040,580.2601511965759
41,200041,27919.418192064433
42,200042,471.5690703339261
43,200043,7652.071585186776
44,200044,19698.600869698228
45,200045,497.55927242411803
46,200046,15025.698391951097
47,200047,17602.480551109235
48,200048,2145.582125032839
49,200049,3309.457069321858
50,200050,509.9499135193876
51,200051,4406.118335511204
52,200052,3022.9015227503705
53,200053,497.4534373647036
54,200054,13503.606438969087
55,200055,11689.091231994604
56,200056,6103.5627848846525
57,200057,3301.462088905651
58,200058,1004.9645066872399
59,200059,5227.741945626976
60,200060,8476.573458854096
61,200061,1128.7816280847067
62,200062,5522.612658378946
63,200063,8152.291104893444
64,200064,1303.1634954114306
65,200065,1646.7423743979543
66,200066,498.77139323764163
67,200067,9610.958455682638
68,200068,201.64639609612925
69,200069,18130.04671370973
70,200070,9049.315144012853
71,200071,316.5469486812299
72,200072,6789.958246070849
73,200073,18674.194823876285
74,200074,3865.7753311367696
75,200075,12443.597414783711
76,200076,2942.5500793677525
77,200077,307.1253552389936
78,200078,359.7672615842603
79,200079,2889.9778378983633
80,200080,2941.722296052026
81,200081,2080.9238861739873
82,200082,4354.108347129542
83,200083,409.6404804308971
84,200084,1264.7045695869501
85,200085,1494.3446584554692
86,200086,6911.485196634098
87,200087,3355.4399305101633
88,200088,2819.424628654022
89,200089,41633.79331094304
90,200090,2546.6922980417535
91,200091,208.34870068889634
92,200092,1506.419501355074
93,200093,16297.351425698738
94,200094,6429.002322829526
95,200095,5976.327942916296
96,200096,2632.2820696196254
97,200097,1219.7690830194174
98,200098,442.3879215625181
99,200099,21851.609036679434
100,200100,21074.559833928706
101,200101,7344.051935076116
102,200102,1849.4068033766462
103,200103,10894.438743046494
104,200104,5059.723223469661
105,200105,4434.64501828233
106,200106,7894.001971888557
107,200107,2011.0630141522463
108,200108,13923.694161129491
109,200109,7811.943516067179
110,200110,576.9200799520262
111,200111,2020.472215510344
112,200112,1765.130255835124
113,200113,852.9588337041788
114,200114,2189.9091110245568
115,200115,1220.9974633715133
116,200116,14207.01775242498
117,200117,15791.659347170213
118,200118,54210.08014551884
119,200119,198.29237028738174
120,200120,2876.70731645889
121,200121,2477.819367230407
122,200122,684.9628813965732
123,200123,2504.456744918943
124,200124,56646.30777436052
125,200125,583.0722010674967
126,200126,3007.3134737700875
127,200127,16490.262859853618
128,200128,1606.1588861185605
129,200129,6027.17630902708
130,200130,3685.340479942427
131,200131,2737.8955383234647
132,200132,1390.2252940908131
133,200133,2735.411911599282
134,200134,1385.9533843355077
135,200135,2922.9434029437152
136,200136,4041.3115948084387
137,200137,761.482969402669
138,200138,9860.126491969073
139,200139,6540.9520329546995
140,200140,3063.402210778443
141,200141,1489.9209616098499
142,200142,6347.698120371921
143,200143,6278.518476773098
144,200144,1330.299005321816
145,200145,6221.434385070073
146,200146,2706.5857777215615
147,200147,4499.578204935608
148,200148,2903.1728324569526
149,200149,203.07175458898766
150,200150,10976.586412111517
151,200151,5098.931204009595
152,200152,660.7846485815838
153,200153,484.8534220641067
154,200154,7603.532530521625
155,200155,2126.0580057841516
156,200156,15779.433110041044
157,200157,8220.93977549645
158,200158,10561.558405980932
159,200159,1026.465134217761
160,200160,7582.601640203806
161,200161,7412.438537180086
162,200162,6771.709960644313
163,200163,749.6474763368002
164,200164,16324.40379236844
165,200165,16057.759715790911
166,200166,23385.110081924853
167,200167,3897.6467628044825
168,200168,37344.747306932535
169,200169,690.9870839332892
170,200170,2507.307033207562
171,200171,8894.709859145649
172,200172,1895.793484668704
173,200173,35011.81261985471
174,200174,544.5975003168501
175,200175,2581.8451921369356
176,200176,7934.43273010363
177,200177,5965.752356765731
178,200178,5193.107506663456
179,200179,3846.3093194304683
180,200180,895.0683813374767
181,200181,18992.47754951532
182,200182,4123.208273967501
183,200183,1490.5649986273768
184,200184,2147.006973367691
185,200185,4193.494589701954
186,200186,3697.419477276087
187,200187,4925.1208655061055
188,200188,10826.676251594738
189,200189,11220.850800954242
190,200190,3165.0476675996333
191,200191,3086.1199033701855
192,200192,1069.571896048206
193,200193,4887.44660828369
194,200194,8056.303066992839
195,200195,2331.203405087899
196,200196,725.6632027199809
197,200197,21764.85543445265
198,200198,1253.341372547642
199,200199,4606.274625946314
200,200200,554.746688988166
201,200201,7656.860238015709
202,200202,2118.0925701217916
203,200203,1547.090584693894
204,200204,8415.982619295011
205,200205,5242.343048831912
206,200206,864.558748549593
207,200207,4972.736624567102
208,200208,5731.897427424965
209,200209,1512.4307845561443
210,200210,13756.717083775844
211,200211,5518.144425454194
212,200212,8457.650396767776
213,200213,8918.276754246144
214,200214,19355.567407478167
215,200215,7380.477186098739
216,200216,3258.4364066531825
217,200217,1217.200945819979
218,200218,10286.24846998142
219,200219,1255.709014140084
220,200220,2817.3334949573627
221,200221,7834.047419961029
222,200222,2208.7473095529876
223,200223,717.4138971851422
224,200224,12371.522232517164
225,200225,3355.438444146414
226,200226,1205.7242463435027
227,200227,9397.368485685227
228,200228,225.22314291743467
229,200229,7580.516148887597
230,200230,8978.380145487376
231,200231,5163.811673755049
232,200232,981.3774687517673
233,200233,7831.367822950052
234,200234,403.6178995974086
235,200235,8664.758026612846
236,200236,12669.595346236225
237,200237,5118.320555424939
238,200238,7178.324551887072
239,200239,8864.389046673481
240,200240,25345.14622110147
241,200241,11180.156284036595
242,200242,3891.6662302124023
243,200243,3046.9254024305974
244,200244,6361.327806847056
245,200245,3937.767596199496
246,200246,4820.399464144949
247,200247,1394.3592437332236
248,200248,278.25464130004747
249,200249,9254.53874213944
250,200250,31558.544149839283
251,200251,10512.38820407838
252,200252,863.5821280384771
253,200253,8648.279114838342
254,200254,10595.358556870657
255,200255,6844.218466041753
256,200256,2581.744122837873
257,200257,8955.112846502589
258,200258,3772.7860138142446
259,200259,7740.969489264391
260,200260,1454.0214185689028
261,200261,3907.3783027755794
262,200262,2725.7059183986057
263,200263,8715.434827273906
264,200264,7488.720603269839
265,200265,6316.935957560586
266,200266,1369.3536261848064
267,200267,14757.374919912589
268,200268,7230.420147733869
269,200269,3882.460577596277
270,200270,9164.675945201503
271,200271,2856.2570005457824
272,200272,2635.0267108532
273,200273,17486.728641484922
274,200274,509.51226161454974
275,200275,13977.862979700063
276,200276,2264.848092986824
277,200277,3407.9089247180605
278,200278,1579.4069452338956
279,200279,8718.394890001882
280,200280,2930.591876610974
281,200281,784.0976032437812
282,200282,12968.865049059024
283,200283,6495.894444338345
284,200284,379.1632492463003
285,200285,5143.505138744144
286,200286,3771.902581983161
287,200287,11493.484324499399
288,200288,12094.681902140659
289,200289,3222.7343408631486
290,200290,7280.441325332578
291,200291,8938.076324856353
292,200292,1753.1427572890711
293,200293,9381.84162891993
294,200294,6439.012821020594
295,200295,1611.4688561233484
296,200296,2869.0198105077516
297,200297,7597.243107874433
298,200298,1413.0157545721563
299,200299,4425.119151989017
300,200300,5419.029668871707
301,200301,4968.892828858413
302,200302,1556.6247071602888
303,200303,5960.334547806607
304,200304,2706.836488124024
305,200305,4166.300427812611
306,200306,1592.860839966576
307,200307,15526.643251167126
308,200308,1418.0218788382795
309,200309,1016.4118193766158
310,200310,1052.220694560967
311,200311,1310.8458127104245
312,200312,11449.678272700938
313,200313,1655.4700703625015
314,200314,3727.5947275896633
315,200315,948.7452921453632
316,200316,40718.44857983357
317,200317,2239.5883416540564
318,200318,399.3473718641459
319,200319,10304.38026933361
320,200320,2897.5713367148473
321,200321,29359.69672305577
322,200322,17401.984977048145
323,200323,1351.427735557551
324,200324,25036.395933967004
325,200325,5906.552153354906
326,200326,2443.3637358306482
327,200327,26706.966250930698
328,200328,521.755943622248
329,200329,7706.161423475571
330,200330,1909.176772092185
331,200331,1480.6423304885798
332,200332,11098.758249750043
333,200333,1215.0982703215327
334,200334,551.40501486777
335,200335,1379.1756082798336
336,200336,1371.3957776970524
337,200337,1123.4361252299723
338,200338,2040.5404989888707
339,200339,14010.133306966622
340,200340,27911.61402175075
341,200341,2048.623892577999
342,200342,6337.19629505936
343,200343,1613.200197285571
344,200344,5680.847800847569
345,200345,6314.051701194997
346,200346,1196.0975814813796
347,200347,11125.930704115119
348,200348,9861.145059393499
349,200349,723.1480623498178
350,200350,9715.932974182935
351,200351,2335.518636011087
352,200352,772.3087935389616
353,200353,1705.2139694680588
354,200354,3440.8741563148324
355,200355,558.7533738846967
356,200356,4742.111274035795
357,200357,2298.7410150909327
358,200358,3059.9746596833716
359,200359,7485.950442105706
360,200360,16278.369900417278
361,200361,1800.0706924091724
362,200362,2005.1445731668869
363,200363,1338.0530533355031
364,200364,7999.5033575951065
365,200365,10368.639923609759
366,200366,965.851202106668
367,200367,5626.151106939283
368,200368,6061.314024037733
369,200369,5448.295730524627
370,200370,991.8550309007297
371,200371,10186.820276634273
372,200372,829.0849078855817
373,200373,1196.590681427145
374,200374,878.7960623057459
375,200375,1315.1926344590802
376,200376,2674.0107551702313
377,200377,1748.7915754773153
378,200378,1545.518118892927
379,200379,1955.9692282479275
380,200380,784.8526302282645
381,200381,3765.6084066672397
382,200382,29977.30302468956
383,200383,2170.611581176104
384,200384,2851.3470662981053
385,200385,784.3964934210545
386,200386,1108.4035673612377
387,200387,3748.2254378095568
388,200388,7098.486026797692
389,200389,7019.860398394256
390,200390,371.73180970914194
391,200391,3559.3944557176073
392,200392,1000.6283163522205
393,200393,2990.6462541307224
394,200394,3990.301817996204
395,200395,108.19747098443086
396,200396,2612.933965092243
397,200397,997.0520501727228
398,200398,2212.9039707470733
399,200399,723.9483182343736
400,200400,2207.513760872196
401,200401,5281.455858730833
402,200402,1718.4368440665335
403,200403,3915.011455641249
404,200404,630.0897279065059
405,200405,699.903382746935
406,200406,2263.427730896432
407,200407,1485.7846180741278
408,200408,6344.595755187803
409,200409,11590.559528639451
410,200410,8500.195824695325
411,200411,1471.3482286624353
412,200412,20213.04034072206
413,200413,11203.465751441037
414,200414,4317.9038810057145
415,200415,9254.948598209374
416,200416,7845.656565113414
417,200417,1913.1243616232211
418,200418,1131.970995075985
419,200419,16959.735146819006
420,200420,19273.132067559534
421,200421,1192.0135877424182
422,200422,1543.2085275026761
423,200423,995.7913052535832
424,200424,51465.88669498439
425,200425,9031.421838353486
426,200426,3767.3033019645345
427,200427,18858.252559330092
